,Date,Town,State/Province,Latitude,Longitude,Number
455,07/21/20,Minneapolis,MN,45,-93.2,2
456,07/21/20,Loveland,CO,40.4,-105.1,1
457,07/20/20,Toronto,ON,43.6,-79.5,2
458,07/20/20,Efland,NC,36,-79.2,2
459,07/20/20,Brampton,ON,43.7,-79.8,1
460,07/20/20,Beachwood,OH,41.5,-81.5,3
461,07/20/20,Alexandria,VA,38.7,-77.1,1
462,07/20/20,East Lansing,MI,42.8,-84.5,1
463,07/20/20,Clayton,NC,35.6,-78.3,1
464,07/20/20,Bluffton,OH,40.9,-83.9,1
465,07/20/20,Naugatuck,CT,41.5,-73.1,1
466,07/20/20,Santa Fe,NM,35.6,-106.1,3
467,07/20/20,Minneapolis,MN,45,-93.2,1
468,07/20/20,South Milwaukee,WI,42.9,-87.9,13
469,07/20/20,Lakeside,CA,32.9,-116.9,1
470,07/20/20,Painesville,OH,41.7,-81.2,3
471,07/20/20,Lake Forest,CA,33.6,-117.7,1
472,07/20/20,Tulsa,OK,36.1,-96,1
473,07/20/20,Afton,MN,44.9,-92.8,1
474,07/20/20,Lowell,MI,42.9,-85.4,1
475,07/20/20,Town of South Hero,VT,44.6,-73.4,2
476,07/20/20,Lumberton,NJ,40,-74.8,1
477,07/20/20,Minneapolis,MN,45,-93.2,1
478,07/20/20,Griffith,IN,41.5,-87.4,1
479,07/20/20,Minneapolis,MN,44.9,-93.3,2
480,07/20/20,Howe,OK,35,-94.6,2
481,07/20/20,Mabel,MN,43.5,-91.9,16
482,07/20/20,Minneapolis,MN,45,-93.2,1
483,07/20/20,Minneapolis,MN,44.9,-93.2,9
484,07/20/20,Big Rapids,MI,43.7,-85.6,8
485,07/20/20,Cincinnati,OH,39.3,-84.4,1
486,07/20/20,Los Angeles,CA,34.1,-118.2,1
487,07/20/20,Shelton,CT,41.3,-73.1,2
488,07/20/20,Lusby,MD,38.4,-76.5,1
489,07/20/20,Melrose,NY,42.8,-73.6,1
490,07/20/20,Saint-Constant,QC,45.4,-73.6,1
491,07/20/20,Tulsa,OK,36.2,-96,1
492,07/20/20,Ottawa,ON,45.3,-75.8,1
493,07/20/20,Greenwood,IN,39.6,-86.1,1
494,07/20/20,Santa Fe,NM,35.6,-106.1,1
495,07/20/20,Antioch,IL,42.5,-88.1,2
496,07/20/20,Allenton,WI,43.4,-88.4,1
497,07/20/20,Rockfield,KY,36.9,-86.6,1
498,07/20/20,Newmarket,ON,44.1,-79.5,1
499,07/20/20,West Paris,ME,44.3,-70.6,1
500,07/20/20,London,ON,43,-81.3,5
501,07/20/20,Deerfield,WI,43.1,-89.1,14
502,07/20/20,Tulsa,OK,36.2,-96,1
503,07/20/20,Upham,NB,45.4,-65.7,1
504,07/20/20,Minneapolis,MN,45,-93.2,3
505,07/20/20,Hammond,IN,41.6,-87.5,5
506,07/20/20,Ellwood City,PA,40.9,-80.2,1
